Staff_ID,Name,Role,Department,Shift,Phone,Email,Salary,Hire_Date,Status
8237,John Berger,Nurse,Pedia,Morning,001-295-786-2952x1496,smithmiguel@example.org,77761,11/20/2020,Active
8238,Mark Reed,Nurse,Ortho,Night,909.971.7833x243,lawrenceeric@example.net,68806,6/30/2025,Active
8239,Veronica Valdez,Nurse,Onco,Evening,(999)811-8940x48345,swaller@example.net,79190,4/14/2024,Resigned
8240,Lisa Thomas,Cleaner,Ortho,Morning,-2696,melanie06@example.net,51155,5/21/2025,Active
8241,Kimberly Johnson,Technician,Onco,Evening,-2716,jesseharris@example.net,23720,7/1/2025,Active
8242,Jasmine Smith,Technician,Neuro,Evening,990.348.3819,kristenwashington@example.com,31318,8/17/2022,Resigned
8243,Christopher Davis,Pharmacist,Onco,Morning,4517217329,cjackson@example.org,79246,8/15/2025,Active
8244,Eric Wilcox,Pharmacist,Neuro,Morning,228-288-8498x94911,bcoleman@example.org,20335,1/9/2023,Active
8245,Deborah Gonzalez,Cleaner,Neuro,Morning,639.899.5187,harrisjohn@example.org,26360,1/25/2025,Resigned
8246,Michael Hill,Pharmacist,Cardio,Night,220-735-2836,thomaschristina@example.org,61542,6/29/2022,Resigned
8247,Daniel Reyes,Cleaner,Cardio,Night,+1-258-234-1014x141,moorecynthia@example.net,59728,4/9/2023,Resigned
8248,Joseph Merritt,Receptionist,Onco,Evening,416-272-8391,zsantiago@example.org,49007,6/17/2021,Resigned
8249,Deborah Ramirez,Receptionist,Pedia,Morning,+1-446-647-6890x73074,william07@example.org,42008,4/15/2024,Active
8250,Garrett Gordon,Cleaner,Cardio,Morning,(477)216-4479,wesleychen@example.org,70283,9/12/2022,Resigned
8251,Sharon Perez,Pharmacist,Onco,Night,001-849-552-6922x489,mccoyjerry@example.org,56122,11/11/2020,Resigned
8252,Kristina Scott MD,Receptionist,Neuro,Morning,(415)706-6259x74516,lvega@example.net,76127,4/14/2021,Active
8253,Krystal Watson,Nurse,Onco,Morning,397.255.5034,dmccullough@example.org,55265,2/25/2025,Active
8254,Laura Blanchard,Technician,Cardio,Morning,529-533-1845x1900,angela33@example.org,59102,3/12/2023,Resigned
8255,Brian Norris,Technician,Ortho,Evening,8767581027,thompsonlinda@example.org,61800,10/23/2024,Active
8256,Steven Lawson,Cleaner,Ortho,Night,+1-674-457-5410x783,porterwillie@example.net,45779,8/28/2023,Active
8257,Rodney Lewis,Receptionist,Ortho,Morning,(979)746-6051x42457,nwalker@example.net,79974,3/16/2024,Active
8258,Laura Sims,Cleaner,Cardio,Night,(768)598-0236,keithbutler@example.org,32099,6/7/2022,Active
8259,Ryan Houston,Cleaner,Cardio,Evening,985-266-4416x416,oliverwilliam@example.com,39369,11/17/2021,Active
8260,Julia Reyes,Receptionist,Cardio,Evening,+1-353-509-2367x468,gabriel14@example.org,58398,10/31/2022,Resigned
8261,Janet Wang,Nurse,Neuro,Morning,+1-367-641-9186x53412,spencercharles@example.net,61454,12/18/2024,Resigned
8262,Emma Garcia,Nurse,Cardio,Morning,+1-387-474-9683x863,john20@example.net,28973,6/24/2022,Active
8263,Wendy Reid,Nurse,Cardio,Night,+1-579-518-5363x6031,frederick08@example.com,53184,2/6/2023,Active
8264,Ashley Brown DDS,Technician,Onco,Night,726-203-3840x008,davidsonchristopher@example.org,35150,3/24/2022,Resigned
8265,Craig Hardin,Nurse,Onco,Evening,7845963946,shawalexandra@example.org,25239,10/30/2024,Active
8266,Reginald Velez,Cleaner,Onco,Night,(640)435-9188x908,andreaspears@example.net,57720,1/8/2024,Active
8267,Donna Owen,Cleaner,Onco,Night,636-288-8627,tarawilliams@example.net,38293,8/18/2023,Active
8268,Daniel Sanchez,Nurse,Pedia,Evening,(313)824-2851,miguelcharles@example.com,51467,1/2/2025,Resigned
8269,Kelsey Woods,Cleaner,Neuro,Morning,+1-702-738-3927x42860,tylercampos@example.com,40304,11/12/2022,Resigned
8270,Justin Rivera,Technician,Cardio,Morning,879-467-5915x76610,maria00@example.net,23973,3/21/2022,Resigned
8271,Sharon Gould,Pharmacist,Onco,Evening,771-413-9692,kimberly09@example.org,42055,1/2/2025,Active
8272,Tammy Garcia,Receptionist,Pedia,Night,301-535-0195,martinezchristina@example.org,51846,10/24/2021,Active
8273,Eugene Taylor,Nurse,Neuro,Evening,752-744-6706x27993,dlee@example.net,70144,5/28/2025,Active
8274,Patricia Jenkins,Technician,Ortho,Morning,642.487.3287x25366,frank66@example.org,32123,5/12/2023,Active
8275,James Sanders,Receptionist,Neuro,Night,783-872-6852x7991,jorgebond@example.net,37315,9/19/2020,Active
8276,Anna Nixon,Cleaner,Pedia,Evening,937.494.0656,robert13@example.com,38289,3/30/2023,Resigned
8277,Matthew Long,Cleaner,Onco,Night,859.956.2583x39127,pamelaallen@example.net,45326,3/17/2024,Resigned
8278,Marie Clark,Nurse,Neuro,Morning,+1-858-940-1575x9733,ywilson@example.org,66361,11/24/2024,Active
8279,John Parsons,Nurse,Cardio,Evening,+1-977-468-0036x33905,benjamin33@example.org,39215,4/25/2022,Active
8280,Victor Barber,Nurse,Neuro,Night,(672)454-5175,kbaker@example.net,65327,6/22/2022,Active
8281,Sharon Villarreal,Technician,Cardio,Evening,(203)325-9699x57235,dodsonlynn@example.com,34281,4/15/2023,Active
8282,Scott Lawrence,Pharmacist,Cardio,Night,(455)426-9424x572,xsalazar@example.net,42034,7/5/2022,Active
8283,Joshua Jordan,Technician,Neuro,Evening,638.641.4976,kellychapman@example.net,74888,6/24/2024,Resigned
8284,Ashley Sherman,Cleaner,Onco,Night,+1-908-900-4194x2369,connerdouglas@example.org,21865,9/18/2023,Active
8285,Tracy Davis,Receptionist,Neuro,Morning,799-923-6725x325,qharmon@example.net,60765,3/23/2021,Active
8286,Diana Patton,Nurse,Neuro,Evening,845.768.9450,david05@example.org,30473,2/22/2025,Active
8287,Robert Nichols,Pharmacist,Cardio,Night,503-364-7595,hduffy@example.net,66034,8/21/2025,Resigned
8288,David Thompson,Technician,Neuro,Evening,+1-828-592-4066x7210,mitchellpreston@example.net,64108,6/4/2025,Active
8289,Joshua Walker,Cleaner,Neuro,Night,(905)474-8818x492,manningmargaret@example.org,58666,7/18/2021,Resigned
8290,Roger Williams,Nurse,Neuro,Night,229-218-6483x1865,sarahday@example.org,65766,11/11/2021,Resigned
8291,Joshua Hahn,Receptionist,Onco,Morning,690-421-3227x844,corygutierrez@example.com,22718,6/1/2024,Resigned
8292,Rebecca Schwartz,Pharmacist,Onco,Night,001-501-589-6731x696,julie93@example.net,49614,3/12/2025,Active
8293,Jennifer Knight,Pharmacist,Pedia,Evening,235.916.9248x7870,victor13@example.com,36552,8/20/2025,Active
8294,Kayla Carter,Pharmacist,Ortho,Evening,4272395790,dennis96@example.org,36159,7/6/2021,Active
8295,William Walker,Technician,Pedia,Night,(739)752-8978x50574,susanholt@example.com,27485,10/13/2021,Resigned
8296,Kevin Middleton,Nurse,Neuro,Evening,001-612-957-6746x0782,dominguezbarbara@example.net,47637,10/1/2021,Resigned
8297,Dennis Miller,Pharmacist,Pedia,Morning,001-803-216-0527x57418,milleremily@example.com,61750,4/16/2025,Resigned
8298,Michael Baker,Nurse,Cardio,Evening,221-857-8712x72325,barronjohn@example.net,39486,10/19/2024,Resigned
8299,Tracy Nguyen,Pharmacist,Ortho,Morning,001-313-210-1411x276,abbottkelly@example.org,58978,7/3/2024,Resigned
8300,Virginia Alvarado,Cleaner,Pedia,Morning,(811)910-9159x4964,tarnold@example.org,21220,12/21/2021,Resigned
8301,Angela Turner,Technician,Onco,Evening,001-776-273-0922x35298,david72@example.com,56076,5/2/2022,Active
8302,Vincent Atkins,Cleaner,Neuro,Morning,7234250468,schneiderderrick@example.net,43404,5/11/2022,Active
8303,Kathleen Taylor,Cleaner,Neuro,Night,001-595-576-3635x74859,saralopez@example.net,22619,7/8/2025,Resigned
8304,Ralph Gibbs,Receptionist,Neuro,Evening,(419)892-7770x973,mhardy@example.net,67464,12/9/2022,Resigned
8305,Mary Morrow,Pharmacist,Cardio,Morning,+1-950-747-3490x81108,jamesyates@example.net,67052,9/15/2021,Active
8306,Erica Wright,Nurse,Onco,Night,290.825.6090x7317,qcox@example.com,53123,11/5/2023,Resigned
8307,Dennis Miller,Pharmacist,Ortho,Evening,+1-973-236-1902x1556,williamsonmisty@example.org,59658,11/12/2021,Resigned
8308,Steven Romero,Cleaner,Cardio,Evening,+1-632-338-8678x782,amanda86@example.org,42176,8/30/2024,Resigned
8309,Gary Lambert,Pharmacist,Pedia,Evening,-8594,heather32@example.com,49905,1/18/2023,Active
8310,Jeremiah Young,Technician,Neuro,Night,+1-647-548-6521x3761,peter58@example.com,30589,9/9/2024,Active
8311,Andrew Garcia,Pharmacist,Ortho,Evening,001-428-410-3039x04392,michael77@example.com,33841,3/22/2023,Resigned
8312,Anne Phillips,Nurse,Neuro,Night,973-690-5317x6520,yolanda61@example.com,71214,5/29/2022,Resigned
8313,Audrey Russell,Cleaner,Pedia,Night,779-684-2577x742,scottrichardson@example.net,45681,9/17/2021,Active
8314,Philip Garcia,Pharmacist,Pedia,Night,2845339724,adam90@example.com,75578,4/8/2023,Active
8315,Jeffrey Hays,Cleaner,Pedia,Evening,6823820066,donald22@example.org,70997,4/21/2022,Resigned
8316,Marie Bowers,Technician,Ortho,Evening,(628)745-3686x8777,fmann@example.net,42076,8/2/2023,Resigned
8317,Barbara Robinson,Technician,Neuro,Evening,+1-882-257-8133x145,tricia41@example.com,54198,10/6/2024,Active
8318,Allison Perez,Cleaner,Neuro,Evening,566-703-6040x64282,crystalmcpherson@example.com,34822,5/12/2021,Active
8319,Darrell Jensen,Technician,Onco,Evening,385.913.5223x687,terryjason@example.com,49786,12/7/2022,Resigned
8320,Terry Flynn,Nurse,Neuro,Evening,603.656.9301x967,donnacolon@example.org,27361,2/3/2021,Active
8321,Michael Gonzalez,Nurse,Ortho,Morning,(258)544-6293,zachary44@example.net,67336,10/23/2022,Resigned
8322,Crystal Fuentes,Receptionist,Ortho,Morning,8735764450,toddkaufman@example.org,31319,10/31/2024,Resigned
8323,Craig Ortiz,Pharmacist,Ortho,Morning,001-329-256-1547x743,wardmark@example.com,28520,11/7/2022,Active
8324,Gregory Reyes,Technician,Onco,Night,+1-370-985-2201x506,pierceadriana@example.org,36604,2/6/2024,Active
8325,Brian Kelly,Receptionist,Cardio,Night,494.580.4856x29466,bakernoah@example.org,61073,6/19/2023,Resigned
8326,Joseph Flores,Nurse,Onco,Morning,604-980-7665,rhonda41@example.com,72620,7/4/2023,Active
8327,John Riley,Technician,Ortho,Evening,+1-938-523-4780x42380,jeffreyjones@example.net,65550,5/21/2022,Active
8328,Jerry Braun,Nurse,Pedia,Night,341.271.5981x865,richardchavez@example.com,47776,11/15/2022,Resigned
8329,Brittney Mack,Receptionist,Ortho,Night,001-237-684-8886x954,fordcheryl@example.net,61065,9/16/2022,Active
8330,David Nixon,Pharmacist,Cardio,Morning,861-887-5846x933,villegasamanda@example.net,25270,5/15/2022,Resigned
8331,Jeffrey Wallace,Cleaner,Ortho,Evening,001-408-685-7572x52522,tammy76@example.com,61454,3/9/2022,Resigned
8332,Alexander Hansen,Technician,Onco,Night,001-234-788-8408x8779,robertopetty@example.com,23046,8/31/2021,Active
8333,Justin Schmitt,Pharmacist,Neuro,Morning,742-850-3204,teresathomas@example.com,56305,5/23/2025,Active
8334,Dr. Joel Hill,Technician,Pedia,Evening,+1-959-314-7894x64791,danieljohnson@example.net,73167,9/18/2025,Active
8335,Frederick Johnson,Receptionist,Ortho,Morning,253.426.3060,amber59@example.org,49008,4/28/2023,Active
8336,Matthew Fields,Nurse,Onco,Evening,799-235-0472x65197,iwilliams@example.com,74469,4/13/2025,Resigned
8337,Adam Patterson,Cleaner,Cardio,Evening,510.688.3626x2723,shari88@example.org,74438,3/7/2023,Resigned
8338,Robert Mills,Cleaner,Cardio,Night,830.490.0291x216,tiffany29@example.com,23502,1/13/2023,Active
8339,James Mccullough,Cleaner,Neuro,Morning,(692)333-2917,mark77@example.net,53448,6/8/2024,Resigned
8340,Kimberly Stevens,Nurse,Cardio,Night,001-761-286-8787,hopkinsdarius@example.org,43722,2/18/2024,Active
8341,Alyssa Davis,Cleaner,Cardio,Night,385.938.1351x5500,johnsondeborah@example.net,21532,4/18/2024,Active
8342,Caitlin Bates,Pharmacist,Cardio,Evening,(471)274-6937x281,jean45@example.com,29097,3/5/2022,Resigned
8343,Debbie Vaughn,Nurse,Neuro,Night,001-789-618-1427x719,pattersonpaula@example.com,46097,7/31/2024,Active
8344,Denise Vasquez,Technician,Cardio,Night,+1-667-348-6283x001,cody60@example.com,47004,1/2/2021,Active
8345,Judith Moreno,Pharmacist,Pedia,Night,216-885-3660x4606,lesliemorales@example.com,29821,8/25/2021,Resigned
8346,Charles Watts DVM,Pharmacist,Neuro,Night,552.727.8097,kgoodwin@example.net,55872,5/22/2021,Resigned
8347,Tina Ortiz,Nurse,Pedia,Night,823-662-0631x01370,vegachristine@example.com,58002,5/6/2025,Resigned
8348,Eduardo Thomas,Nurse,Pedia,Evening,+1-841-777-2786x4092,john27@example.org,44204,7/19/2021,Active
8349,John Montgomery,Technician,Pedia,Evening,(478)278-8890x4023,landerson@example.org,58833,12/13/2021,Active
8350,Raven Golden,Cleaner,Neuro,Night,315.797.1039x9371,xlyons@example.org,61313,6/4/2022,Resigned
8351,Michael Jackson,Receptionist,Onco,Morning,(286)630-1146x1623,davidward@example.org,31219,5/18/2025,Resigned
8352,Stephen Walls MD,Technician,Pedia,Evening,+1-689-746-0623x02038,carl44@example.net,37140,4/19/2021,Active
8353,Susan Oneal,Technician,Onco,Evening,(677)270-4380x86083,timothy75@example.net,69836,7/30/2021,Resigned
8354,Michelle Collins,Cleaner,Neuro,Night,(491)314-0828x118,cjohnson@example.net,48018,12/30/2020,Active
8355,Steven Stokes,Technician,Pedia,Night,694-545-2576x5275,justinavery@example.com,28520,12/15/2021,Resigned
8356,Carlos Franklin,Receptionist,Pedia,Night,-7007,karen35@example.com,51892,12/2/2021,Active
8357,Jody Brown,Receptionist,Pedia,Night,001-408-565-6924,znelson@example.net,58820,3/24/2025,Active
8358,Andrew Chan,Nurse,Onco,Morning,001-824-734-2473x9681,masseyadam@example.net,76072,1/23/2023,Resigned
8359,Thomas Reed,Cleaner,Pedia,Morning,532-431-1607,lindalawrence@example.org,56652,4/12/2023,Resigned
8360,Kathy Hernandez,Technician,Onco,Evening,001-268-476-6490,perezerika@example.com,48226,3/14/2025,Active
8361,Sheryl Elliott,Nurse,Ortho,Night,(435)738-5935x19029,fcastro@example.com,29819,9/7/2025,Active
8362,Tammy Kemp,Cleaner,Neuro,Evening,216.614.6104x0779,hollyzimmerman@example.org,23692,2/25/2023,Resigned
8363,Kim Gonzalez,Technician,Neuro,Evening,(287)834-1199,danielduran@example.net,72539,1/31/2022,Active
8364,Adrian Rodriguez,Technician,Pedia,Morning,889.536.8908x8622,leblancalexis@example.org,64381,2/15/2023,Resigned
8365,Doris Perez,Nurse,Ortho,Night,682-768-2774x4845,crystalsanchez@example.net,56921,1/21/2022,Resigned
8366,Derek Harrison,Nurse,Pedia,Night,+1-905-613-1503x353,williamsbrian@example.org,58520,10/30/2022,Active
8367,Allen Jennings,Nurse,Onco,Evening,(413)545-9221x3267,weeksronald@example.org,77479,4/1/2025,Active
8368,Joseph Haynes,Pharmacist,Neuro,Evening,2133312291,rebecca95@example.com,27768,3/4/2024,Resigned
8369,Sara Davis,Receptionist,Neuro,Night,261-803-5698x275,watsonchristina@example.com,58127,11/6/2020,Resigned
8370,Joseph Mills,Technician,Ortho,Night,001-680-277-2291x54781,alexander50@example.com,76996,3/13/2022,Active
8371,Jose Manning,Receptionist,Pedia,Night,+1-619-479-0784x123,richardgarrison@example.com,49423,2/26/2023,Active
8372,Jamie Spencer,Nurse,Pedia,Evening,846.531.7432,brianroach@example.com,48257,4/6/2024,Resigned
8373,Mark Jones,Receptionist,Neuro,Evening,715-912-6543x2857,aaronyoung@example.com,36363,11/1/2020,Active
8374,Joshua Gomez,Cleaner,Ortho,Night,954-508-1390x41198,dustin05@example.org,35410,10/21/2020,Active
8375,Christopher Clark,Technician,Ortho,Morning,795.795.5177,reynoldsbrian@example.net,51721,3/6/2023,Active
8376,Steven Conway,Pharmacist,Pedia,Night,001-553-719-9653x84286,kevin21@example.net,28712,9/19/2020,Resigned
8377,Elizabeth Patton,Receptionist,Cardio,Morning,+1-389-697-9412x1578,john43@example.net,27714,11/22/2022,Resigned
8378,Stephanie Miles,Cleaner,Neuro,Morning,747-959-6248,benjamin51@example.org,47274,7/2/2023,Resigned
8379,Ian Gonzalez DVM,Pharmacist,Neuro,Night,001-348-386-1506x3347,mezadavid@example.com,68510,12/6/2022,Resigned
8380,Joanne Schroeder,Nurse,Neuro,Morning,+1-201-987-1378x64415,coreystein@example.com,63996,6/13/2023,Resigned
8381,Emily Wong,Receptionist,Pedia,Night,402.998.1561,willisjeffrey@example.org,69777,9/4/2022,Resigned
8382,Cameron Baldwin,Pharmacist,Pedia,Night,001-302-609-2634x4210,john11@example.com,54033,6/3/2022,Resigned
8383,Kathleen Chase,Technician,Neuro,Morning,001-804-846-0277x381,dianecolon@example.net,46768,8/5/2021,Resigned
8384,Brian Sawyer,Technician,Neuro,Evening,457.397.7664x289,williamsjustin@example.org,22009,1/5/2023,Resigned
8385,Joseph Allen,Nurse,Ortho,Evening,001-569-337-0372x945,jose76@example.net,71671,5/10/2025,Resigned
8386,Tony Smith,Nurse,Pedia,Evening,4359405001,natalieholt@example.org,70941,10/7/2020,Active
8387,Anita Williams,Pharmacist,Neuro,Evening,(755)523-9446x1767,johnnycarr@example.com,39961,4/19/2024,Active
8388,Robin Mcfarland,Nurse,Ortho,Evening,+1-487-902-0087x5270,amiller@example.org,61782,3/5/2023,Active
8389,Derek Reyes,Pharmacist,Cardio,Evening,9686848616,pmurphy@example.com,30390,1/1/2025,Active
8390,Christopher Wells,Nurse,Ortho,Morning,721.569.0700x468,aallen@example.net,30270,5/2/2022,Resigned
8391,Kurt Cross,Technician,Onco,Morning,+1-200-644-6126x9877,wnewman@example.com,40696,8/15/2024,Resigned
8392,Rebecca Cantu,Nurse,Neuro,Evening,(342)230-3862,sharonthompson@example.org,78693,11/8/2020,Resigned
8393,Tyler Jones,Receptionist,Onco,Evening,+1-700-501-3129x31967,ksullivan@example.com,32945,1/21/2022,Resigned
8394,Christopher Griffin,Nurse,Ortho,Morning,661.370.4711x417,cynthiarodriguez@example.com,29220,12/29/2021,Active
8395,Judy Lopez,Pharmacist,Ortho,Evening,+1-499-366-6699x523,andrewprice@example.net,65449,3/31/2022,Resigned
8396,Mrs. Jennifer Francis DVM,Receptionist,Neuro,Evening,455.722.7123,hsmith@example.net,58611,11/2/2020,Resigned
8397,Sharon Davis,Pharmacist,Cardio,Night,001-887-667-5009x8699,jamesross@example.com,69667,11/6/2023,Resigned
8398,Samuel Lee,Pharmacist,Neuro,Morning,+1-295-846-5107x07327,jeffrey16@example.org,25907,8/20/2025,Active
8399,April Cooper,Receptionist,Ortho,Night,001-670-635-6857,emily66@example.com,63621,7/12/2023,Active
8400,Sherri Garcia,Nurse,Cardio,Evening,(777)340-0732,cstevenson@example.net,34170,4/28/2025,Resigned
8401,David Valencia MD,Pharmacist,Ortho,Morning,393.489.0260,nathaniel39@example.com,24781,3/17/2021,Resigned
8402,Deborah Francis,Nurse,Ortho,Evening,(747)716-6391,mary57@example.net,57086,12/23/2022,Active
8403,Cody Wagner,Pharmacist,Pedia,Morning,(238)703-9042,nicole68@example.org,57945,1/5/2025,Resigned
8404,Christian Hansen,Pharmacist,Pedia,Night,+1-840-334-8724x33020,christopherjohnson@example.net,24641,4/8/2021,Resigned
8405,Robert Jones,Nurse,Pedia,Morning,569.307.1100x7061,xwilkins@example.org,40938,4/23/2023,Active
8406,Adam Rivera,Pharmacist,Neuro,Morning,-7681,timothyburton@example.com,42365,2/20/2021,Active
8407,Jordan Mays,Pharmacist,Cardio,Night,632-599-7391x1487,michaeljohnson@example.net,27460,9/2/2023,Resigned
8408,Michelle Mccarthy,Cleaner,Ortho,Night,(488)481-4596,robertsonbrandon@example.net,53980,6/16/2025,Active
8409,Tonya Stein,Technician,Ortho,Morning,270-625-4429,smithbrenda@example.com,29580,4/5/2025,Active
8410,Adam Christensen,Nurse,Ortho,Morning,(373)687-1783,marialeon@example.net,22028,5/18/2025,Resigned
8411,Travis Gray,Pharmacist,Neuro,Evening,(565)637-1241x4384,joshuabowen@example.net,51666,9/27/2022,Active
8412,Greg Parker,Receptionist,Ortho,Night,334.215.8215x068,tammie53@example.com,63739,10/6/2020,Resigned
8413,Amy Anderson,Receptionist,Neuro,Night,918-462-1584,ahurley@example.com,24974,7/5/2024,Active
8414,Andrew Rice,Pharmacist,Neuro,Morning,+1-786-713-9571x6046,qduran@example.org,60566,2/22/2021,Resigned
8415,Michael Thompson,Pharmacist,Cardio,Evening,368-898-3321,olivergary@example.org,62812,8/26/2024,Active
8416,Susan Walsh,Receptionist,Cardio,Night,+1-770-661-3274x99767,chelsea42@example.net,47859,9/1/2023,Resigned
8417,Sean Harrison,Nurse,Neuro,Night,001-203-841-9033x921,joseph43@example.com,52139,1/24/2025,Active
8418,John Freeman,Receptionist,Onco,Morning,+1-296-449-0419x5215,makayla26@example.com,57022,8/18/2023,Active
8419,Christopher Olsen,Pharmacist,Onco,Night,-8639,ophillips@example.com,21133,5/14/2025,Active
8420,Carolyn Lee,Pharmacist,Ortho,Morning,(322)472-6252x630,sylvia35@example.com,35725,6/30/2021,Resigned
8421,Danielle Davis,Pharmacist,Onco,Morning,724-379-8816,thompsonbenjamin@example.net,52445,5/15/2022,Resigned
8422,Brandon Cox,Nurse,Onco,Morning,-9717,jeremycallahan@example.org,36064,2/5/2021,Active
8423,Alison Reese,Nurse,Onco,Morning,684.933.7663,longsandra@example.com,62727,7/31/2025,Resigned
8424,Sandra Anderson,Nurse,Neuro,Evening,(457)722-2725x0317,cynthiapalmer@example.com,74248,2/13/2021,Resigned
8425,William Wright,Technician,Onco,Morning,969.569.5177x03282,blairdonna@example.com,45036,12/31/2021,Active
8426,Dr. Michael Williams,Nurse,Pedia,Night,001-391-697-0703x73056,kimberly55@example.net,42861,6/30/2025,Resigned
8427,Emily Greer,Technician,Neuro,Night,357.499.4797,derek76@example.com,54425,4/1/2021,Resigned
8428,Angel Vasquez,Receptionist,Onco,Evening,(523)661-3435x96032,josephferguson@example.com,55759,9/13/2021,Active
8429,Austin White,Cleaner,Ortho,Night,278-694-0629,cwhite@example.net,51570,8/27/2023,Resigned
8430,Christina Cooper,Nurse,Onco,Evening,978.419.3450,ubond@example.com,63650,8/13/2022,Active
8431,Nicholas Moore,Nurse,Pedia,Night,2515289323,kpayne@example.com,68282,11/4/2021,Resigned
8432,Omar Fox,Pharmacist,Cardio,Night,609.463.2182x718,natasha75@example.net,73439,7/26/2025,Resigned
8433,Ashley Hicks,Receptionist,Onco,Evening,522-736-3038,qwilson@example.com,49901,5/8/2025,Active
8434,Joseph Wong,Technician,Pedia,Morning,+1-371-511-6300x73930,smithdarryl@example.com,76140,8/22/2023,Active
8435,Carl Spence,Technician,Ortho,Evening,001-692-326-4688x7189,derrickdavis@example.net,52617,1/25/2021,Resigned
8436,Tiffany Lee,Cleaner,Onco,Evening,(282)355-9303x248,vcox@example.org,33735,5/18/2022,Resigned
8437,Christopher King,Receptionist,Onco,Evening,-9352,pearsonrichard@example.com,37446,9/29/2022,Active
8438,Angela Terrell,Cleaner,Neuro,Evening,(914)601-2372x5886,fryejasmin@example.com,49708,8/29/2024,Resigned
8439,Wendy Murray,Cleaner,Ortho,Night,(706)571-8196,wwilson@example.org,25301,2/13/2023,Active
8440,Jermaine Miller,Pharmacist,Neuro,Morning,838-849-9450,lambertsara@example.org,61021,8/16/2023,Resigned
8441,John Hood,Technician,Cardio,Morning,+1-558-408-2221x58949,daniel13@example.org,43109,2/28/2025,Resigned
8442,Dwayne Garcia,Nurse,Onco,Evening,(944)440-9897x649,derrickmitchell@example.org,30050,3/4/2025,Resigned
8443,William Christensen,Nurse,Ortho,Morning,(694)491-2974x543,campbelllatasha@example.net,65710,2/25/2025,Resigned
8444,Vanessa Juarez,Technician,Onco,Evening,952.689.0300x6576,ocarter@example.net,33543,7/2/2024,Resigned
8445,Diana Meyer,Receptionist,Cardio,Night,266.797.4395,randy32@example.com,53148,9/28/2022,Active
8446,Robert Griffith,Receptionist,Onco,Morning,4537394387,jason10@example.com,78323,5/25/2024,Active
8447,Cynthia Thomas,Nurse,Cardio,Evening,238.464.1455,jared50@example.org,48966,9/23/2024,Active
8448,Rachel Herman,Nurse,Onco,Night,912-347-0431,nicolesimmons@example.net,28407,11/30/2024,Active
8449,James Bailey,Cleaner,Onco,Evening,+1-721-660-0747x376,stevenlucas@example.com,47056,3/13/2021,Resigned
8450,Larry Smith,Cleaner,Ortho,Night,353-291-4782x949,rebeccairwin@example.com,63097,6/20/2024,Resigned
8451,Gloria Flores,Receptionist,Ortho,Morning,(979)828-2035x2472,mark33@example.org,57307,11/14/2020,Resigned
8452,Eric Walker,Technician,Pedia,Night,(848)614-0167,noah50@example.org,21780,11/16/2024,Active
8453,Lance Alexander,Receptionist,Pedia,Morning,(279)495-3218x5323,debra67@example.com,22713,10/21/2020,Active
8454,Mary Clarke,Receptionist,Ortho,Night,(314)902-4513,josephkelly@example.com,31730,9/26/2022,Resigned
8455,Adam Harrington,Pharmacist,Cardio,Morning,7055851578,davidle@example.com,36802,8/27/2022,Resigned
8456,Kari Baldwin,Cleaner,Cardio,Night,6254502472,sclayton@example.com,74375,7/14/2024,Active
8457,Alison Johnson,Pharmacist,Ortho,Evening,784.327.0006x9956,hmueller@example.com,78964,2/23/2025,Resigned
8458,Laura Miller,Pharmacist,Ortho,Morning,-1810,lindahogan@example.com,23767,5/16/2024,Resigned
8459,Justin Woodward,Receptionist,Pedia,Night,628-862-9231x9994,enelson@example.com,66003,8/11/2022,Resigned
8460,Mark Foster,Receptionist,Ortho,Evening,001-587-925-8898x61181,stephenjensen@example.com,51588,10/23/2020,Resigned
8461,Brittany Riddle,Pharmacist,Ortho,Evening,-6751,adam27@example.com,70526,9/23/2024,Resigned
8462,Joseph Pratt,Nurse,Pedia,Evening,001-544-644-2868x1191,jtorres@example.net,77699,3/8/2022,Active
8463,Amanda Lewis,Nurse,Neuro,Evening,886-394-6592x9780,jonathan19@example.com,62202,9/9/2023,Resigned
8464,John Hall,Nurse,Ortho,Night,(860)583-1337x038,huffmansandra@example.org,40465,1/25/2025,Resigned
8465,Steven Parks,Receptionist,Onco,Evening,(645)947-1944x8145,hsherman@example.com,71188,11/23/2021,Active
8466,Karen Martin,Cleaner,Cardio,Morning,976-387-1501x516,jimmypoole@example.org,45896,4/11/2021,Resigned
8467,Kimberly Ray,Receptionist,Onco,Evening,512.799.6739x7784,sarahcole@example.net,48163,10/1/2021,Active
8468,Joseph Thomas,Cleaner,Neuro,Morning,+1-590-203-6202x05035,william91@example.com,46992,5/18/2023,Active
8469,Thomas Mcdonald,Pharmacist,Pedia,Morning,(753)320-0140x191,jennifer81@example.net,23902,10/16/2024,Active
8470,Ryan Hernandez,Nurse,Pedia,Morning,9895512036,pnorton@example.com,57590,6/3/2024,Resigned
8471,Patricia Williams,Pharmacist,Neuro,Morning,7655966800,isabella58@example.org,63319,11/13/2022,Resigned
8472,Lori Rogers,Receptionist,Cardio,Night,(456)485-7302,danafarrell@example.org,59144,2/17/2024,Resigned
8473,Edward Chavez,Technician,Onco,Morning,(327)808-0777x0068,cookian@example.org,49110,12/31/2023,Resigned
8474,Nathan Baker,Nurse,Ortho,Night,+1-336-928-7906x370,whitechristina@example.com,39632,7/17/2022,Active
